id_person,person_name,sex,birthdate,passport,drive_license
503,Олимпиада Тарасовна Захарова,жен,1977-08-18,3233883945,108161076668
504,Флорентин Харламович Кириллов,муж,1980-08-21,88075099210,65210480814
505,Маслов Аполлинарий Архипович,муж,1975-06-14,34610306573,08071910633
506,Гаврилов Любим Эдуардович,муж,1988-02-25,22010932196,51735103685
507,Таисия Сергеевна Самойлова,жен,2015-12-03,NULL,NULL
508,Сидоров Панкратий Витальевич,муж,1994-09-14,4167790717,18714971004
509,Станислав Устинович Рожков,муж,2014-11-03,NULL,NULL
510,Фомин Милен Жоресович,муж,2000-04-26,24104631794,105575010220
511,Шубин Игнатий Демьянович,муж,2008-04-15,NULL,NULL
512,Лукьян Владиславович Зиновьев,муж,1972-11-15,1636058021,362101075675
513,Козлова Ирина Григорьевна,жен,2020-08-25,NULL,NULL
514,Громов Дементий Еремеевич,муж,2008-08-05,NULL,NULL
515,Калашников Мирон Гавриилович,муж,2016-03-08,NULL,NULL
516,Шестаков Владлен Богданович,муж,1993-11-19,65821077908,794061007210
517,Марк Аверьянович Аксенов,муж,1981-02-08,9751439348,2519342200
518,Лидия Юрьевна Горшкова,жен,2010-01-28,NULL,NULL
519,Регина Ждановна Зимина,жен,1996-02-07,6589912230,42101105010100
520,Воронцов Макар Анатольевич,муж,2007-12-11,NULL,NULL
521,Самойлов Андроник Тарасович,муж,1987-09-17,718210106436,31068093545
522,Алина Феликсовна Коновалова,жен,2001-03-05,59933373100,10915036856
523,Антонов Ян Евсеевич,муж,2003-08-27,1041046051810,NULL
524,Иванова Олимпиада Васильевна,жен,2002-03-01,08611006935,NULL
525,г-н Рогов Станислав Теймуразович,муж,2018-06-28,NULL,NULL
526,Мясникова Любовь Руслановна,жен,1976-02-13,63355181021,4075938293
527,Ратибор Трифонович Соколов,муж,2000-01-08,0315905316,10592540375
528,Дроздова Регина Харитоновна,жен,1972-10-23,65642910691,18827051088
529,Натан Ефстафьевич Елисеев,муж,2018-06-12,NULL,NULL
530,Сильвестр Власович Евсеев,муж,2009-09-08,NULL,NULL
531,Наина Артемовна Миронова,жен,1978-01-08,43265109448,0352603984
532,Белов Ярополк Федосеевич,муж,2005-08-07,03810835859,NULL
533,Кабанов Зиновий Евстигнеевич,муж,1982-02-19,95310659510,5803499271
534,Нина Афанасьевна Никифорова,жен,1971-07-26,09181106456,68443215810
535,Елисей Гертрудович Рыбаков,муж,2002-02-28,6923579090,NULL
536,Агафья Степановна Селезнева,жен,2003-01-27,3617342305,NULL
537,Богданов Владилен Ермолаевич,муж,2003-02-22,6481417667,NULL
538,Мария Алексеевна Гордеева,жен,2018-05-26,NULL,NULL
539,Калашникова Милица Даниловна,жен,2007-05-19,NULL,NULL
540,Бирюкова Ульяна Афанасьевна,жен,2016-06-19,NULL,NULL
541,Азарий Феодосьевич Архипов,муж,1985-06-12,2194008985,2551469125
542,Фортунат Иосипович Хохлов,муж,1972-01-24,21000420738,854985921010
543,Калашникова Евфросиния Максимовна,жен,2014-06-19,NULL,NULL
544,Калашникова Надежда Егоровна,жен,1997-11-29,21813461810,9316548970
545,Белоусов Савва Богданович,муж,1978-01-12,8905032613,96727610096
546,Мечислав Дмитриевич Белов,муж,1980-12-09,7914168465,7043791126
547,Комарова Прасковья Максимовна,жен,2018-11-05,NULL,NULL
548,Радован Ерофеевич Уваров,муж,1995-10-30,10422795054,8926740098
549,Наумов Михей Витальевич,муж,2004-09-22,10561670903,NULL
550,Савелий Августович Зайцев,муж,2020-09-19,NULL,NULL
551,Ларионова Алевтина Леоновна,жен,2003-08-05,107697852710,NULL
552,Горбунова Виктория Ниловна,жен,2013-11-19,NULL,NULL
553,Ксения Филипповна Ильина,жен,1971-03-17,510310671722,26101754739
554,Прасковья Альбертовна Прохорова,жен,1990-10-05,10706450772,40510960544
555,тов. Борисова Ираида Валериевна,жен,1981-04-15,0962570126,3724303183
556,Самсон Фёдорович Богданов,муж,2007-08-02,NULL,NULL
557,Голубева Синклитикия Вениаминовна,жен,1976-09-06,394105310805,01106532906
558,Нестерова Антонина Васильевна,жен,1990-10-19,061044410097,67340987710
559,Абрамов Архип Зиновьевич,муж,1972-11-01,0840159953,01319107656
560,Фрол Ярославович Федосеев,муж,1997-01-27,2566176769,81089090851
561,Вероника Архиповна Карпова,жен,2014-03-31,NULL,NULL
562,Лидия Наумовна Шилова,жен,2010-06-21,NULL,NULL
563,Марина Рубеновна Гордеева,жен,2019-09-07,NULL,NULL
564,Сафонов Никанор Ильясович,муж,2013-07-22,NULL,NULL
565,Рубен Гурьевич Потапов,муж,1980-08-17,156103901047,6238328214
566,Орехова Татьяна Юрьевна,жен,1983-10-02,850110861010,10101075926108
567,Гришин Филарет Антонович,муж,1991-09-29,96965158109,8953267104
568,Суханов Анатолий Давыдович,муж,1988-08-13,71095779118,06510124576
569,Доронина Василиса Алексеевна,жен,2011-09-26,NULL,NULL
570,Борисов Аполлон Бориславович,муж,2015-06-25,NULL,NULL
571,Ирина Андреевна Блохина,жен,1993-09-13,86251042592,2649161815
572,Каллистрат Федосьевич Воронцов,муж,1980-10-11,51009868858,1822067641
573,Лариса Эдуардовна Бирюкова,жен,1995-08-10,9960311844,518410102103
574,Жданова Феврония Архиповна,жен,1998-09-08,22671560107,203371100101
575,Мефодий Ефимович Абрамов,муж,1999-03-25,721081062649,7722954750
576,Харитонова Анжела Болеславовна,жен,1996-08-12,715107508710,2610161260
577,Осипов Богдан Демидович,муж,2001-06-14,10108510370410,4379428879
578,Капитон Трофимович Панфилов,муж,1983-04-11,10570158612,0832570859
579,Носова Фёкла Львовна,жен,1996-10-01,28206109936,210970055810
580,Юдина Елизавета Болеславовна,жен,1995-10-27,41044868759,63810419047
581,Елизавета Захаровна Семенова,жен,2010-06-26,NULL,NULL
582,Анжелика Андреевна Дроздова,жен,2019-08-06,NULL,NULL
583,Галактион Фомич Кабанов,муж,1979-08-05,1001061008250,2146570171
584,Еремей Андреевич Сергеев,муж,2014-12-29,NULL,NULL
585,Баранова Иванна Петровна,жен,1988-11-01,8515372401,101103976179
586,Кузнецова Ксения Борисовна,жен,1980-07-11,9805748101010,7910238703
587,Доронина Алла Семеновна,жен,1992-08-15,0188271706,221104910669
588,Глафира Викторовна Медведева,жен,2015-07-18,NULL,NULL
589,Михайлов Руслан Ефимьевич,муж,1973-03-26,9954152816,58109480043
590,Гордеева Валерия Аскольдовна,жен,1984-08-05,95244106530,01022279341
591,Воронцова Варвара Максимовна,жен,1987-06-16,9645550165,8946374232
592,Марфа Филипповна Савельева,жен,1977-05-11,6030182518,63610196795
593,Фролова Фаина Богдановна,жен,2003-02-19,281010890416,NULL
594,Нинель Степановна Сергеева,жен,1972-11-09,61010453512,519672610101
595,Лыткин Ювеналий Эдгардович,муж,2010-01-07,NULL,NULL
596,Амвросий Чеславович Михеев,муж,2010-08-27,NULL,NULL
597,Федосеева Мария Михайловна,жен,2010-03-13,NULL,NULL
598,Поляков Эраст Данилович,муж,1979-11-04,03310090992,88145333210
599,Иларион Артёмович Лебедев,муж,2013-09-21,NULL,NULL
600,Ширяева Тамара Владиславовна,жен,1992-07-10,45279723110,8380664757
601,Фаина Тарасовна Ильина,жен,1999-05-22,83010112625,87792021310
602,Федотова Акулина Федоровна,жен,1984-12-21,09310880307,8921457425
603,Костина Валентина Константиновна,жен,1986-06-02,610561910187,10558547715
604,Суханова Анжела Александровна,жен,2004-02-24,33615262102,NULL
605,Феликс Валерианович Иванов,муж,1971-04-07,310610722913,8337033438
606,Светозар Ермилович Мамонтов,муж,1980-02-12,101764403510,51098486662
607,Глафира Феликсовна Николаева,жен,2002-03-27,7195661903,NULL
608,Эрнст Владиславович Горбачев,муж,1995-10-16,09510198420,7450345435
609,Голубева София Рубеновна,жен,1984-02-21,7826305706,3444781587
610,Лариса Афанасьевна Веселова,жен,1991-12-29,8271366779,5967131873
611,г-жа Калинина Агата Леоновна,жен,2008-04-13,NULL,NULL
612,Кудряшов Константин Валерьевич,муж,2019-11-24,NULL,NULL
613,Щукина Регина Георгиевна,жен,1972-09-30,4208182087,18410110109106
614,Дмитриева Милица Павловна,жен,2001-12-12,9201960638,21280817210
615,Ян Адрианович Григорьев,муж,1973-04-20,8041613226,110352107614
616,София Захаровна Ильина,жен,2010-08-18,NULL,NULL
617,Ипполит Даниилович Федоров,муж,2016-04-12,NULL,NULL
618,Евфросиния Геннадиевна Мухина,жен,1996-07-22,7613959955,479510111075
619,Беляков Радислав Геннадиевич,муж,1989-06-30,9880614730,910967581001
620,Панов Ефрем Ермилович,муж,1984-04-19,80281077446,510273410625
621,Елена Богдановна Ларионова,жен,1970-08-21,10770250243,7689680238
622,Вера Артемовна Шилова,жен,1994-10-14,9215627984,20089525103
623,Антонина Кирилловна Блохина,жен,2005-06-02,0761610629,NULL
624,Юлия Наумовна Баранова,жен,1980-09-11,10406290506,1181658097
625,Амос Глебович Сысоев,муж,1985-05-03,3194102910010,10185282616
626,Любосмысл Юлианович Колесников,муж,2008-04-13,NULL,NULL
627,Морозов Амос Брониславович,муж,2012-02-02,NULL,NULL
628,Жданов Владислав Харлампович,муж,1999-03-13,4534174693,8045082668
629,Евдокимова Ольга Альбертовна,жен,1982-03-18,9350259285,90510773085
630,Лукин Трофим Филиппович,муж,1995-12-15,10074958167,2116836104
631,Архипова Агата Мироновна,жен,2005-10-16,910367610492,NULL
632,Георгий Елизарович Ситников,муж,1972-02-16,99704459910,20791106637
633,Шилов Петр Аксёнович,муж,1987-04-01,2712201333,68208011210
634,Натан Федосеевич Тарасов,муж,2005-12-31,3431664706,NULL
635,Василиса Константиновна Воробьева,жен,1991-12-07,10142103260,7201295055
636,Овчинников Всеволод Валерьевич,муж,1999-11-24,43105781902,260106106480
637,Гремислав Федосьевич Тихонов,муж,2000-05-13,810530881043,83099810327
638,Брагин Родион Германович,муж,1999-01-27,411053381070,7461010100703
639,Архип Аверьянович Анисимов,муж,2008-02-27,NULL,NULL
640,Пров Феликсович Попов,муж,1995-11-20,60244103457,1577332845
641,Модест Иларионович Авдеев,муж,1998-11-23,6304267549,8675663422
642,Леонид Марсович Русаков,муж,1984-02-20,1377829288,11687341015
643,Фролов Велимир Афанасьевич,муж,2014-05-14,NULL,NULL
644,Тамара Валериевна Ефимова,жен,2015-06-02,NULL,NULL
645,Данилов Капитон Ефремович,муж,1985-09-20,59318810323,60698710133
646,Андреев Мокей Давидович,муж,2016-05-03,NULL,NULL
647,Кулаков Нифонт Владиславович,муж,2003-08-02,76281056040,NULL
648,Филарет Измаилович Симонов,муж,1990-05-26,71000823538,5851489276
649,Мефодий Аксёнович Копылов,муж,1988-01-10,10107711091056,965510373410
650,Комарова Оксана Мироновна,жен,1982-03-16,7991010821026,47010984537
651,Вадим Геннадиевич Филиппов,муж,1990-04-06,2816210102710,8585200378
652,Игнатова Надежда Ефимовна,жен,1982-06-05,10355143644,8921061010243
653,Хохлова Светлана Кузьминична,жен,1982-11-15,4349098791,2703779256
654,Прохорова Оксана Робертовна,жен,1986-02-03,991910102473,76920170610
655,Виноградова Анастасия Захаровна,жен,2010-06-17,NULL,NULL
656,Боян Владиленович Гришин,муж,2002-10-08,24722733110,NULL
657,Ия Даниловна Прохорова,жен,1989-11-04,1026104109442,59710276736
658,Тетерин Феоктист Валерианович,муж,2010-07-27,NULL,NULL
659,Щербаков Климент Гурьевич,муж,1998-05-19,80105223442,31108597149
660,Жданова Эмилия Геннадиевна,жен,2001-08-14,9641814582,101052757523
661,Акулина Евгеньевна Смирнова,жен,1973-05-03,78001185100,5403713091
662,Элеонора Тимуровна Родионова,жен,1995-03-11,6769648873,3465727689
663,Аникей Валерьевич Панфилов,муж,2010-10-11,NULL,NULL
664,Журавлев Степан Давыдович,муж,1992-02-29,85101010100320,5127048847
665,Натан Валерьянович Анисимов,муж,1987-06-29,7100499446,5543601010101
666,Ковалев Евлампий Гаврилович,муж,1975-11-24,3962285456,2802101631010
667,Соколова Мария Леоновна,жен,1988-03-26,02318104302,73527471049
668,Август Борисович Дроздов,муж,1999-01-16,3335893543,5978422847
669,Тимофеев Иннокентий Анисимович,муж,1973-07-13,878172851010,52105121471
670,Прохор Аксёнович Рожков,муж,2020-01-01,NULL,NULL
671,Алина Матвеевна Молчанова,жен,1975-07-04,4245903030,79354845210
672,Воронцова София Святославовна,жен,2005-08-20,03394280010,NULL
673,Борисов Ким Бориславович,муж,2007-03-06,NULL,NULL
674,Рубен Валерианович Корнилов,муж,2014-03-25,NULL,NULL
675,Елена Харитоновна Васильева,жен,2008-12-11,NULL,NULL
676,Ия Кирилловна Щукина,жен,1970-10-31,3874260157,14215780310
677,Моисеев Евстигней Ефимович,муж,2003-12-07,9578898021,NULL
678,Измаил Васильевич Моисеев,муж,2012-09-12,NULL,NULL
679,Зимина Евдокия Леоновна,жен,1980-10-22,26010931073,99198308105
680,Потап Германович Маслов,муж,2018-05-17,NULL,NULL
681,Юдина Феврония Ждановна,жен,2003-02-15,7146514820,NULL
682,Ярослав Борисович Панов,муж,1972-12-21,6236024870,56517100583
683,Вячеслав Ермилович Михайлов,муж,1976-09-06,9632471228,45593101920
684,Волкова Ирина Дмитриевна,жен,2017-03-21,NULL,NULL
685,Иванна Федоровна Шилова,жен,1982-08-03,39634910533,10623555636
686,Красильников Варфоломей Ильясович,муж,1992-11-29,88555011095,9994921507
687,Лазарева Феврония Харитоновна,жен,1971-06-19,0314151588,3801548885
688,Болеслав Юльевич Колесников,муж,1996-06-30,238101013057,72109336936
689,Рогова Виктория Богдановна,жен,2008-07-29,NULL,NULL
690,Орест Валерьевич Зиновьев,муж,2019-08-24,NULL,NULL
691,Глафира Петровна Громова,жен,2015-02-06,NULL,NULL
692,Горбачева Нонна Рудольфовна,жен,1983-12-30,94711010934,63535108919
693,Рюрик Фёдорович Герасимов,муж,2017-09-21,NULL,NULL
694,Уваров Дмитрий Ермилович,муж,1979-08-11,339103342108,70410956748
695,Королев Панкратий Захарьевич,муж,1975-12-11,52161028043,02180210458
696,Кулагина Евпраксия Валериевна,жен,2002-02-10,9541206005,NULL
697,Воробьева Любовь Рубеновна,жен,2017-05-01,NULL,NULL
698,Мария Вячеславовна Белоусова,жен,2017-10-12,NULL,NULL
699,Лариса Даниловна Фролова,жен,2019-12-19,NULL,NULL
700,Юлия Натановна Ларионова,жен,1999-09-27,9217806032,670103107765
701,Юлиан Егорович Ефремов,муж,1997-07-15,6508122380,4466311872
702,Медведев Виктор Харламович,муж,2017-09-04,NULL,NULL
703,Ульяна Афанасьевна Русакова,жен,2018-08-18,NULL,NULL
704,Ефимова Глафира Антоновна,жен,1985-07-23,2854711541,4745740429
705,Макарова Регина Леонидовна,жен,2000-10-06,82118595910,9716410484
706,Самсонова Евфросиния Андреевна,жен,2000-09-28,106106720430,90681016378
707,Белоусов Петр Фокич,муж,1981-03-07,2642685332,1165894562
708,Лапин Ярополк Ильясович,муж,2012-07-30,NULL,NULL
709,Валентина Викторовна Колесникова,жен,1983-11-23,92351009727,7650118181
710,Беспалова Ульяна Святославовна,жен,2005-12-21,35101260932,NULL
711,Ксения Максимовна Корнилова,жен,1997-06-14,5198681814,2265751957
712,Игнатьева Анастасия Кирилловна,жен,2019-08-26,NULL,NULL
713,Комиссарова Надежда Степановна,жен,2000-02-25,8534723618,56710527028
714,Онуфрий Брониславович Александров,муж,1974-04-07,091085105837,391487691010
715,Пелагея Архиповна Горшкова,жен,1994-12-04,3031741158,30778327510
716,Горшков Севастьян Харлампович,муж,2019-10-31,NULL,NULL
717,Феврония Васильевна Полякова,жен,1975-03-20,40168307106,10229556986
718,Мина Аксёнович Ефимов,муж,1995-12-20,7387947216,3338318729
719,Тамара Евгеньевна Никифорова,жен,1998-03-25,38980074104,0820361321
720,Фомина Евгения Эльдаровна,жен,2000-09-18,7102575601,1021010100430
721,Голубева Александра Федоровна,жен,1982-08-21,879103925210,353833105100
722,Мартьян Трофимович Калинин,муж,1984-05-08,1052797841,2972263396
723,Октябрина Геннадьевна Гришина,жен,1985-10-19,0790659076,03993664106
724,Алина Богдановна Лыткина,жен,2007-11-21,NULL,NULL
725,Амос Дорофеевич Блинов,муж,2005-12-15,110561097835,NULL
726,Федосий Данилович Богданов,муж,2010-09-17,NULL,NULL
727,Ростислав Геннадиевич Третьяков,муж,2002-07-19,85410458759,NULL
728,Архипов Венедикт Герасимович,муж,1986-07-24,27108042942,12951023760
729,Мельников Христофор Венедиктович,муж,2005-03-08,9542811413,NULL
730,Дроздов Трофим Виленович,муж,2016-06-05,NULL,NULL
731,Шашкова Элеонора Валентиновна,жен,1979-03-04,4746435406,7342920789
732,Екатерина Андреевна Семенова,жен,2005-04-23,371063866710,NULL
733,Михайлова Прасковья Феликсовна,жен,1997-01-21,590110000610,87695503110
734,Нонна Святославовна Мартынова,жен,1979-02-23,56573510232,10243517168
735,Таисия Рубеновна Владимирова,жен,2010-03-27,NULL,NULL
736,Иванова Иванна Юрьевна,жен,2014-01-06,NULL,NULL
737,Блохина Зоя Степановна,жен,2017-10-07,NULL,NULL
738,Бобылев Епифан Егорович,муж,1981-03-02,0247755627,3484886158
739,Русакова Юлия Павловна,жен,1980-08-15,4705664196,601084011062
740,Воронцов Савватий Власович,муж,1982-04-10,171101731088,03464910969
741,Логинов Егор Эдуардович,муж,2002-05-24,8509084931,NULL
742,Сысоева Лариса Константиновна,жен,2004-04-17,25141003148,NULL
743,Дарья Рубеновна Гурьева,жен,1984-08-18,106446103159,3160912124
744,Кошелев Александр Игнатьевич,муж,1987-09-19,0170049414,82710182345
745,Ирина Кузьминична Воронцова,жен,1972-02-27,67810331035,10003968003
746,Константинова Фёкла Феликсовна,жен,2007-08-17,NULL,NULL
747,Евдоким Валерьевич Филатов,муж,1975-05-27,09109335132,8715630147
748,Богдан Игнатьевич Александров,муж,1972-09-13,7082914041,793410140810
749,Глеб Герасимович Дементьев,муж,2017-05-29,NULL,NULL
750,Евгения Никифоровна Шарова,жен,1998-01-01,561008210550,9537583114
751,Наталья Богдановна Журавлева,жен,2002-05-23,10334633825,NULL
752,Исаев Вячеслав Гаврилович,муж,1989-03-31,7101065106998,70748691510
753,Евпраксия Макаровна Соколова,жен,1970-08-31,63894623110,1010101077280
754,Белоусов Станимир Георгиевич,муж,2004-05-12,21810848158,NULL
755,Мясникова Ксения Андреевна,жен,1991-02-04,810601053672,76321610782
756,Модест Исидорович Шилов,муж,2014-01-08,NULL,NULL
757,Екатерина Богдановна Никитина,жен,2013-07-28,NULL,NULL
758,Беспалова Глафира Святославовна,жен,2014-02-19,NULL,NULL
759,Маргарита Никифоровна Полякова,жен,1973-06-14,87410358342,9094272641
760,Маргарита Эдуардовна Степанова,жен,2014-06-30,NULL,NULL
761,Калинин Валерьян Валерьянович,муж,1997-05-03,4362137178,9193591441
762,Ладимир Игоревич Шилов,муж,2015-07-10,NULL,NULL
763,Тамара Тарасовна Рябова,жен,2008-10-07,NULL,NULL
764,Савельев Бронислав Эдуардович,муж,1975-09-12,7011614322,9509683925
765,Кудрявцева Евпраксия Григорьевна,жен,1974-02-02,77439521056,10154422538
766,Марк Чеславович Елисеев,муж,2012-07-24,NULL,NULL
767,Гуляев Гордей Данилович,муж,1982-10-26,732621101077,34866510944
768,Аверьян Харлампович Киселев,муж,1982-03-14,376310510856,6017816986
769,Лазарев Панфил Дмитриевич,муж,1986-01-02,19821481002,110103202066
770,Прасковья Богдановна Рожкова,жен,2008-01-30,NULL,NULL
771,Гордеев Владилен Богданович,муж,2018-05-26,NULL,NULL
772,Святополк Давыдович Сысоев,муж,2020-02-07,NULL,NULL
773,Князев Милий Демьянович,муж,1984-02-22,8661010102820,103819327102
774,Анна Наумовна Носкова,жен,2012-08-06,NULL,NULL
775,Арсений Яковлевич Зайцев,муж,2011-10-12,NULL,NULL
776,Сысоев Панкрат Алексеевич,муж,1985-11-15,107101397816,76969107593
777,Романов Ульян Марсович,муж,2011-11-05,NULL,NULL
778,Татьяна Юльевна Жукова,жен,1989-11-30,386640410101,310362643210
779,Никифор Ефремович Веселов,муж,2007-03-28,NULL,NULL
780,Туров Флорентин Елизарович,муж,1973-01-06,071016067106,8978164269
781,Субботина Дарья Михайловна,жен,1999-04-19,010031072103,0410286221
782,Раиса Вениаминовна Юдина,жен,2007-04-28,NULL,NULL
783,Соловьев Тимофей Иларионович,муж,1976-10-25,6441910956,095065101017
784,Варвара Игоревна Васильева,жен,1997-09-07,06862851022,91013653969
785,тов. Логинова Людмила Юрьевна,жен,2016-11-09,NULL,NULL
786,Синклитикия Ивановна Виноградова,жен,2006-07-15,NULL,NULL
787,Афанасьева Эмилия Олеговна,жен,2002-12-28,3693568412,NULL
788,Макар Евстигнеевич Рожков,муж,2000-12-01,5210310101067,2027544932
789,Горбачев Феофан Августович,муж,1991-04-09,86603106008,2124600133
790,Елизавета Григорьевна Андреева,жен,1995-01-24,2355813643,28105603696
791,Зуев Софрон Денисович,муж,1976-12-16,341012305106,5198222607
792,Лидия Владиславовна Корнилова,жен,1989-09-27,04779733107,85403131033
793,Ефимова Клавдия Феликсовна,жен,1977-07-23,73311244108,51021210789
794,Жанна Матвеевна Кириллова,жен,2005-10-13,812981039610,NULL
795,Добромысл Елисеевич Афанасьев,муж,2010-09-08,NULL,NULL
796,Регина Богдановна Костина,жен,2004-03-02,336989101101,NULL
797,Ширяева Прасковья Анатольевна,жен,2008-03-18,NULL,NULL
798,Кабанова Лидия Захаровна,жен,2017-09-05,NULL,NULL
799,Ираида Руслановна Горшкова,жен,2018-12-21,NULL,NULL
800,Татьяна Тарасовна Владимирова,жен,2003-04-05,42810656908,NULL
801,Нина Харитоновна Моисеева,жен,1993-08-02,4932968071,410910101280
802,Королев Игнатий Виленович,муж,1976-04-05,105238100120,710805910212
803,Ширяева Полина Мироновна,жен,1977-08-03,2656256877,420109107620
804,Мария Ивановна Владимирова,жен,1994-11-13,7095917728,7819465608
805,Степанов Петр Гордеевич,муж,1970-08-12,96093505105,07107444857
806,Савелий Изотович Кузнецов,муж,2014-06-24,NULL,NULL
807,Дьячков Тихон Яковлевич,муж,1986-07-14,91062777854,01015850839
808,Мельникова Жанна Ниловна,жен,2020-04-25,NULL,NULL
809,Гаврилова Синклитикия Леонидовна,жен,1972-10-23,81191060026,11008672531
810,Ия Алексеевна Уварова,жен,1991-02-20,81105794863,10495938917
811,Алла Вадимовна Артемьева,жен,1974-07-24,16108710736,78061107975
812,Павлов Авдей Ефимьевич,муж,2005-04-18,91029600878,NULL
813,тов. Брагин Будимир Аксёнович,муж,2016-03-14,NULL,NULL
814,Зыкова Акулина Борисовна,жен,1971-11-17,11076961753,810421001821
815,Бронислав Георгиевич Шаров,муж,1972-06-11,791995101016,49875376108
816,Майя Вениаминовна Попова,жен,2008-11-15,NULL,NULL
817,Калинина Майя Яковлевна,жен,2013-11-20,NULL,NULL
818,Куприян Теймуразович Куликов,муж,2015-05-23,NULL,NULL
819,Наина Юрьевна Тимофеева,жен,2017-10-09,NULL,NULL
820,Андреев Арефий Ерофеевич,муж,1986-04-11,906466821010,07545756510
821,Валерий Фролович Тихонов,муж,1977-08-31,108175384109,19107177956
822,Евдоким Яковлевич Гурьев,муж,2020-06-15,NULL,NULL
823,Светлана Альбертовна Лобанова,жен,1971-08-12,50949271100,57458110836
824,Петрова Прасковья Захаровна,жен,2010-05-17,NULL,NULL
825,Агата Макаровна Федорова,жен,2018-01-04,NULL,NULL
826,Леонид Георгиевич Трофимов,муж,2011-09-05,NULL,NULL
827,Татьяна Викторовна Киселева,жен,2002-11-07,2984221636,NULL
828,Фаина Даниловна Селезнева,жен,1988-11-19,1599101060610,7633066482
829,Власов Михей Теймуразович,муж,2016-05-29,NULL,NULL
830,Денисов Борис Артурович,муж,1980-05-09,4262818820,9042806903
831,Виноградов Каллистрат Всеволодович,муж,1993-11-23,4257941554,8130662500
832,Наталья Степановна Галкина,жен,2005-07-16,57535102584,NULL
833,Афанасьева Анастасия Семеновна,жен,2011-03-12,NULL,NULL
834,Одинцов Пахом Герасимович,муж,2011-11-01,NULL,NULL
835,Авдеев Евгений Витальевич,муж,1999-09-15,8966767747,77107969534
836,Вениамин Иларионович Савельев,муж,1971-06-24,9162817975,2525138305
837,Терентьев Игорь Глебович,муж,2014-08-23,NULL,NULL
838,Макарова Анжела Никифоровна,жен,2016-08-18,NULL,NULL
839,Жданов Ростислав Антипович,муж,2010-10-19,NULL,NULL
840,Филипп Владиславович Волков,муж,1977-07-21,95498849110,89536108162
841,Варвара Юльевна Семенова,жен,2015-12-15,NULL,NULL
842,Кира Константиновна Гущина,жен,2002-10-28,210061087403,NULL
843,Ираида Кузьминична Русакова,жен,1999-10-24,6792557207,5621010520510
844,Павлова Александра Аркадьевна,жен,1976-05-02,90109026015,0315061761
845,Твердислав Исидорович Тимофеев,муж,1991-03-12,93011100711,8574015950
846,Милица Георгиевна Горбунова,жен,2015-10-21,NULL,NULL
847,Савина Евпраксия Вениаминовна,жен,1972-11-05,041005281110,6378218791
848,Пелагея Валериевна Ермакова,жен,2017-01-21,NULL,NULL
849,Белозерова Алла Макаровна,жен,1979-09-24,44710571406,881041010698
850,Любовь Степановна Селиверстова,жен,1995-11-21,7873945448,0453996037
851,Радислав Адамович Исаев,муж,1999-12-18,82210418035,522210110314
852,Вера Руслановна Зыкова,жен,2011-06-07,NULL,NULL
853,Октябрина Антоновна Русакова,жен,1991-08-07,105880657100,79960100464
854,Рябова Екатерина Валериевна,жен,1999-02-27,91051157859,0789067989
855,Шестаков Ананий Димитриевич,муж,1970-03-12,1075101210483,82533310307
856,Варфоломей Глебович Котов,муж,2012-01-21,NULL,NULL
857,Иванна Эдуардовна Лебедева,жен,1983-11-22,0328036867,97762109062
858,Станислав Богданович Воронов,муж,2016-08-06,NULL,NULL
859,Алла Вениаминовна Ковалева,жен,2009-10-02,NULL,NULL
860,Орест Бенедиктович Королев,муж,1994-11-24,77826978100,39586710722
861,Вера Рудольфовна Федотова,жен,1989-09-11,10494402295,1017734810104
862,Быкова Агафья Ждановна,жен,1977-09-28,05220159610,5542720223
863,тов. Уваров Бронислав Викторович,муж,1990-12-29,8565738393,2228904911
864,Одинцов Яков Арсенович,муж,1975-09-24,88791565610,10919102166
865,Никонова Виктория Валериевна,жен,2012-05-08,NULL,NULL
866,Крюков Валентин Игоревич,муж,2004-07-09,2425912397,NULL
867,Агафья Болеславовна Зыкова,жен,2007-06-24,NULL,NULL
868,Ольга Григорьевна Брагина,жен,1979-02-16,44310701394,10944806570
869,Милица Ильинична Коновалова,жен,1972-01-14,6633285774,410210624570
870,Абрамова Елена Эльдаровна,жен,1975-07-29,13109618563,0945101081095
871,Харитонов Орест Захарьевич,муж,2008-07-03,NULL,NULL
872,Киселева Раиса Никифоровна,жен,1991-09-07,20710643786,26455105515
873,Исаева Раиса Ждановна,жен,2004-06-04,82109735545,NULL
874,Устинов Евстафий Фролович,муж,1997-07-23,93861910636,59871040511
875,Веселова Кира Афанасьевна,жен,2013-09-20,NULL,NULL
876,Субботин Зосима Викентьевич,муж,1973-04-04,0622330889,08810545140
877,Любовь Наумовна Симонова,жен,2005-11-08,3225552384,NULL
878,Соколов Амос Терентьевич,муж,2003-09-14,43190695610,NULL
879,Евдокия Кузьминична Логинова,жен,2016-10-20,NULL,NULL
880,Зинаида Константиновна Селезнева,жен,2009-11-02,NULL,NULL
881,Селиверстова Акулина Олеговна,жен,1990-05-01,33192210452,210100360558
882,Александров Кондратий Филатович,муж,1997-08-20,5649454549,62210560840
883,Копылов Парамон Артурович,муж,2013-05-13,NULL,NULL
884,Прохор Артёмович Крюков,муж,1989-09-01,0681822398,7244909554
885,Морозов Харлампий Августович,муж,2019-08-10,NULL,NULL
886,Мельникова Агафья Валентиновна,жен,2006-10-07,NULL,NULL
