Всеслав Жоресович Дмитриев,муж,1971-11-09,8525553104,8765468559
Станислав Гордеевич Беляев,муж,1992-10-08,8072667411,3464895531
Муравьев Фока Гертрудович,муж,1970-08-02,9129952026,6740447138
Лидия Семеновна Казакова,жен,2020-02-06,NULL,NULL
Тимофеева Таисия Кузьминична,жен,2006-04-09,NULL,NULL
Тамара Григорьевна Панова,жен,2016-11-04,NULL,NULL
Аскольд Трифонович Ефремов,муж,1987-10-23,0135576659,0631726998
Михеева Ирина Борисовна,жен,1982-02-19,3329489751,2364459651
Тарасова Наталья Андреевна,жен,1980-05-26,9105062228,9652577248
Шаров Самуил Анисимович,муж,1978-11-08,2440387402,6600715432
Олег Устинович Гущин,муж,1978-04-10,7035137546,1523691661
Каллистрат Глебович Михайлов,муж,2008-11-13,NULL,NULL
Фадеева Полина Леоновна,жен,1990-04-03,3268659934,3590563505
Евдокия Юльевна Сысоева,жен,1993-07-24,9634385413,6713195266
Остромир Гордеевич Мишин,муж,1997-04-11,7478768194,5946586871
Белов Бронислав Яковлевич,муж,1999-10-31,6871607835,9704754641
Антонина Руслановна Шубина,жен,1971-11-24,4202031607,0376210742
Крюкова Оксана Макаровна,жен,1993-12-08,3273603558,0273859908
Логинова Анастасия Робертовна,жен,2009-01-20,NULL,NULL
Варвара Ниловна Матвеева,жен,2011-01-25,NULL,NULL
Глафира Анатольевна Журавлева,жен,2019-10-06,NULL,NULL
Захаров Остромир Вилорович,муж,2002-04-03,0304475133,NULL
Ульяна Максимовна Ситникова,жен,2009-07-07,NULL,NULL
Фёкла Георгиевна Жданова,жен,2007-08-17,NULL,NULL
Гурьев Олимпий Андреевич,муж,2011-10-08,NULL,NULL
Артемьева Элеонора Андреевна,жен,1994-08-11,6743234269,3966907404
Бирюкова Юлия Борисовна,жен,1993-09-03,5987442790,8651988731
Блохина Жанна Артемовна,жен,2016-04-11,NULL,NULL
Зайцева Любовь Наумовна,жен,2011-10-01,NULL,NULL
Прасковья Тарасовна Исакова,жен,2019-08-03,NULL,NULL
Мельников Гостомысл Феофанович,муж,2016-09-27,NULL,NULL
Пахомов Владислав Федосеевич,муж,1970-12-21,5505162094,1362880111
Крылова Пелагея Харитоновна,жен,2017-04-02,NULL,NULL
Максимильян Федосеевич Баранов,муж,1997-12-21,7817908638,9101842752
Алина Павловна Орлова,жен,1988-02-09,7958089684,1456980496
Мельников Болеслав Викторович,муж,1992-12-24,7636382126,1301235153
Ксения Леоновна Журавлева,жен,1975-06-30,7624889436,4887567507
Дарья Валериевна Коновалова,жен,1991-02-13,1348379577,8119253062
Голубев Пров Демьянович,муж,1978-08-07,2192026104,9188391355
Любосмысл Глебович Фомичев,муж,1987-02-12,8196502250,5332784856
Бобров Вацлав Матвеевич,муж,1984-11-12,6259457335,1732478280
Абрамова Валентина Юрьевна,жен,1979-08-20,2400408186,8569128363
Федор Федотович Гусев,муж,2019-12-20,NULL,NULL
Авксентий Фёдорович Пахомов,муж,1985-05-05,3483427624,1062320724
Стоян Ильич Казаков,муж,1981-05-29,2122590084,1255598632
Дроздов Назар Валентинович,муж,1971-12-21,3842328579,0924549099
Евпраксия Павловна Владимирова,жен,2012-03-20,NULL,NULL
Октябрина Ильинична Ефимова,жен,1982-04-07,9101412462,6658304262
Тимофеев Нестор Юльевич,муж,1988-02-05,0708701565,1143350184
Людмила Вячеславовна Зайцева,жен,1992-06-24,5571791955,7156051565
Носкова Юлия Борисовна,жен,1993-04-22,2476385717,8583440977
Никифорова Элеонора Филипповна,жен,2003-09-04,3589235165,NULL
Калинин Валерий Елисеевич,муж,1973-02-26,3703733208,9597912976
Панкрат Терентьевич Кулаков,муж,1989-01-02,5731112165,5845124304
Яковлева Ираида Аркадьевна,жен,2011-07-02,NULL,NULL
Алина Филипповна Орехова,жен,2008-02-05,NULL,NULL
Олимпиада Станиславовна Тимофеева,жен,1971-02-08,2511786090,4388562584
Таисия Федоровна Беляева,жен,2017-08-31,NULL,NULL
Терентий Юльевич Кондратьев,муж,1987-04-07,9461873082,1394021209
Воронцова Анастасия Егоровна,жен,2009-02-15,NULL,NULL
Майя Вадимовна Алексеева,жен,1990-04-17,1919416080,3095870568
Ширяев Азарий Матвеевич,муж,1995-04-28,8172858120,6054763287
Семен Филимонович Филатов,муж,2004-01-14,8039021623,NULL
Спартак Адрианович Абрамов,муж,2014-12-18,NULL,NULL
Носков Артем Егорович,муж,1973-06-29,4859980272,7607277336
Симонова Ксения Мироновна,жен,1996-07-31,1890531128,4653924004
Логинов Софрон Бориславович,муж,1989-09-01,0325312347,3271310573
Святослав Евсеевич Казаков,муж,1988-10-19,7599212649,1900709831
Регина Оскаровна Чернова,жен,2000-10-20,7301483448,0840881617
Иванова Ирина Андреевна,жен,2003-01-28,5893158747,NULL
Прасковья Кузьминична Морозова,жен,2002-07-23,8081539943,NULL
Евдокия Львовна Селезнева,жен,1976-12-06,1564313778,3720619685
Валентина Богдановна Ильина,жен,2020-03-01,NULL,NULL
Наина Тимофеевна Лапина,жен,1988-07-17,6503123612,2701882141
Кабанова Регина Георгиевна,жен,1986-01-18,2028736495,4025486584
Евпраксия Семеновна Капустина,жен,1977-11-05,6396839314,7461782980
Дорофеев Лонгин Августович,муж,2006-04-25,NULL,NULL
Громов Егор Изотович,муж,1998-07-31,2963036359,2162460541
Акулина Эльдаровна Куликова,жен,1999-11-12,2970096241,5643514764
Ульяна Андреевна Попова,жен,2010-03-28,NULL,NULL
Лора Вениаминовна Галкина,жен,2002-06-06,9375296356,NULL
Конон Ярославович Панов,муж,1989-01-26,7931034163,0265667025
Дарья Эдуардовна Сорокина,жен,2007-05-14,NULL,NULL
Акулина Васильевна Матвеева,жен,1972-10-14,4525572943,9962996618
Маргарита Альбертовна Горбачева,жен,1979-03-20,8325765358,8332067198
Евсей Дорофеевич Тетерин,муж,1994-08-11,3195466844,2521329643
Прасковья Аркадьевна Фомичева,жен,1973-01-21,5095901209,7089239333
Дарья Владимировна Евдокимова,жен,2010-07-02,NULL,NULL
Антонов Пантелеймон Давидович,муж,1993-03-15,1723643976,1880962797
Регина Макаровна Горбачева,жен,1993-12-21,7054377010,4283563373
Ипатий Денисович Рябов,муж,1991-06-22,9648116461,8585880155
Зиновьева Фёкла Ниловна,жен,1999-12-25,3558863042,5440698478
г-жа Селиверстова Зоя Викторовна,жен,1990-10-16,6602073684,6473291728
Ларионов Касьян Богданович,муж,2001-03-14,7769156523,5296179891
Новиков Александр Филиппович,муж,1983-08-15,9493860090,8616359283
Зинаида Романовна Борисова,жен,1990-12-04,0257587472,4366443743
Горбачева Иванна Георгиевна,жен,1993-12-30,8105398136,0886104866
Вышеслав Жанович Сазонов,муж,1985-05-17,5017615855,1148101611
Ангелина Викторовна Щербакова,жен,1981-10-08,2205149137,9742688179
Ульяна Болеславовна Гаврилова,жен,1977-05-19,0837705417,6724023991
Кабанова Алевтина Александровна,жен,1999-12-16,3540561661,8448749646
Ефимова Валентина Ждановна,жен,2017-03-28,NULL,NULL
Любим Владиленович Афанасьев,муж,1987-01-17,3931198513,0886971924
Мельникова Мария Тарасовна,жен,1972-03-31,9585638901,0793860661
Раиса Станиславовна Коновалова,жен,1970-09-01,5172099273,4460104680
Агафья Григорьевна Кудряшова,жен,2018-07-13,NULL,NULL
Ефремов Аристарх Виленович,муж,2016-04-11,NULL,NULL
Василиса Павловна Трофимова,жен,2000-02-07,4129408443,8798604967
Калашников Леон Харлампович,муж,2004-10-25,2411288115,NULL
Елисеева Ульяна Станиславовна,жен,2018-03-17,NULL,NULL
Горбунов Сильвестр Алексеевич,муж,1991-05-14,8885599776,5651525179
Сергеева Фаина Антоновна,жен,1978-01-18,9143519776,8671035133
Антонова Жанна Никифоровна,жен,1980-12-10,8241669327,9011882067
Ксения Богдановна Комиссарова,жен,1975-03-26,8526170835,9880888289
Валерия Афанасьевна Лыткина,жен,1972-05-16,5939234623,2509845845
Семен Виленович Князев,муж,1970-05-28,2527483188,0021687988
Бирюков Флорентин Ефимович,муж,1987-06-30,5549720825,9714102182
Руслан Власович Горбачев,муж,1972-12-14,4384934861,1736967505
Тамара Богдановна Сергеева,жен,2013-12-18,NULL,NULL
Мясников Игнатий Вячеславович,муж,2008-07-15,NULL,NULL
Комиссарова Маргарита Макаровна,жен,1998-07-07,5693474747,3710510669
Еремей Якубович Медведев,муж,2018-02-13,NULL,NULL
Семен Георгиевич Осипов,муж,1986-10-06,2557186062,3135993083
Мартынов Рюрик Терентьевич,муж,1991-06-03,3146555645,8461153256
Остромир Эдгардович Гуляев,муж,2015-01-01,NULL,NULL
Тарасова Оксана Наумовна,жен,1996-02-18,0068862712,2385226200
Русакова Майя Архиповна,жен,1985-06-27,9138477108,6387706675
Кира Аркадьевна Крюкова,жен,1981-03-22,9022338515,1546652428
Юлия Тимофеевна Титова,жен,1990-03-10,5648788438,1561113226
Потапова Лидия Святославовна,жен,2015-12-05,NULL,NULL
Попов Фома Евсеевич,муж,2000-08-14,4076506861,7199439281
Давыдова Таисия Матвеевна,жен,2000-11-28,1435760060,5443134924
Александров Мир Феофанович,муж,2003-08-15,8053677887,NULL
Пестов Андрон Иосипович,муж,2010-10-15,NULL,NULL
Горшкова Иванна Константиновна,жен,1970-11-10,6268206026,0660737149
Аскольд Виленович Аксенов,муж,2002-07-10,6707536451,NULL
Полина Даниловна Щербакова,жен,2009-10-19,NULL,NULL
Титов Любим Изотович,муж,1970-02-05,4796177536,7633277554
Борисова Зоя Ниловна,жен,1989-02-19,6023038081,9105849328
тов. Русаков Эммануил Якубович,муж,2014-09-05,NULL,NULL
Фролова Любовь Руслановна,жен,1985-12-01,2867434075,1585067173
Жуков Тарас Феликсович,муж,2011-03-20,NULL,NULL
Октябрина Юльевна Носкова,жен,2010-09-23,NULL,NULL
Раиса Альбертовна Бирюкова,жен,1991-05-28,5438978702,2593522466
Лев Арсенович Ларионов,муж,1971-06-01,7539427473,1673662667
Пелагея Валентиновна Гордеева,жен,2010-07-02,NULL,NULL
Котова Фёкла Артемовна,жен,2001-10-17,0884126151,9089755725
Светлана Олеговна Воробьева,жен,2016-01-26,NULL,NULL
Виталий Фокич Маслов,муж,1995-06-26,0658988089,7651506615
Майя Ниловна Крылова,жен,1981-12-11,0065139643,7001325247
Васильева Таисия Романовна,жен,1980-09-07,0829112269,7737229897
Дарья Вениаминовна Костина,жен,2001-03-11,3030566054,0642184455
Эммануил Германович Кузнецов,муж,1994-01-25,2994634510,1691499828
Денисова Прасковья Ниловна,жен,2006-07-28,NULL,NULL
Мухин Ермил Гертрудович,муж,1997-04-01,8997402711,6689968259
Козлов Аскольд Ефимович,муж,1980-06-25,5521198580,4041947980
Агафон Иларионович Трофимов,муж,1971-05-29,8237949006,6022664021
Гурьева Алина Дмитриевна,жен,1993-08-03,9752213410,3207556344
Елисеева Мария Артемовна,жен,1972-12-16,4401092796,8525309504
Федот Ильясович Устинов,муж,1975-04-05,4419171696,8533151522
Хохлов Гремислав Герасимович,муж,2006-01-01,7276160863,NULL
Кулагина Любовь Афанасьевна,жен,1984-10-16,2622320462,8804331000
Остап Фомич Щукин,муж,1991-01-05,1548733533,5938711802
Дарья Тарасовна Логинова,жен,2014-09-29,NULL,NULL
Ермакова Вероника Святославовна,жен,1998-09-24,9934137118,0784907248
Елизавета Романовна Кириллова,жен,1991-10-29,5748793331,6402743542
Комиссаров Юрий Трифонович,муж,1994-11-17,4941714124,1338608578
Богданов Радован Дорофеевич,муж,2016-09-13,NULL,NULL
Григорий Валерианович Дроздов,муж,2010-05-03,NULL,NULL
Селезнев Виталий Игнатьевич,муж,1998-04-06,7478326279,1384557309
Нинель Ниловна Белоусова,жен,2008-02-12,NULL,NULL
Лаврентий Антонович Романов,муж,1994-06-06,9885105227,0423971196
Одинцов Якуб Федотович,муж,1974-09-04,3456109664,5154735081
Кононов Ростислав Марсович,муж,1975-09-17,1895708693,8989681049
Михеев Ефим Ефстафьевич,муж,2009-08-20,NULL,NULL
Сазонов Архип Юльевич,муж,1997-10-02,2747439980,6523151089
Васильев Севастьян Фомич,муж,1983-08-24,9578226901,9993558123
Феофан Венедиктович Никонов,муж,1972-04-01,3766389008,9875557991
Власова Светлана Эльдаровна,жен,2002-03-04,4311905334,NULL
Иванна Геннадиевна Кудряшова,жен,2013-08-28,NULL,NULL
Пантелеймон Феофанович Носков,муж,1984-03-08,3396554641,0728209917
Петрова Марина Николаевна,жен,2019-05-08,NULL,NULL
Велимир Елизарович Терентьев,муж,1970-03-27,0940866140,7991075262
Прасковья Эльдаровна Хохлова,жен,2007-05-18,NULL,NULL
Сидоров Самуил Валерьянович,муж,1981-01-01,4028956484,5892194000
Гуляев Леонтий Георгиевич,муж,2016-10-07,NULL,NULL
Элеонора Сергеевна Панфилова,жен,1988-01-23,7297425884,7423302166
Ираида Борисовна Полякова,жен,1990-07-05,5151950320,9657961355
Онуфрий Анатольевич Калинин,муж,2014-03-21,NULL,NULL
Ангелина Геннадиевна Авдеева,жен,1989-02-23,8418988191,9940141343
Павлова Эмилия Владиславовна,жен,1976-08-15,1772067057,5160724554
Ковалев Прокл Гавриилович,муж,2011-01-01,NULL,NULL
Некрасов Силантий Дорофеевич,муж,1993-12-19,1582427215,0917624782
Костин Макар Ануфриевич,муж,1976-05-28,0571064016,3848293757
Ия Вячеславовна Агафонова,жен,1998-03-01,4217814639,8109267894
Лариса Борисовна Лобанова,жен,1971-04-01,3410541789,1265792109
Родионов Наум Гордеевич,муж,2018-03-02,NULL,NULL
Воронов Андроник Арсеньевич,муж,1988-10-17,9683265420,6369794578
Лукин Севастьян Ильясович,муж,1994-02-01,6382630769,0888968187
Эммануил Абрамович Никитин,муж,2019-12-17,NULL,NULL
Самойлов Игнатий Трифонович,муж,2017-09-09,NULL,NULL
Ратмир Данилович Воронов,муж,2005-01-01,0189021213,NULL
Наумов Трифон Харлампьевич,муж,1985-08-29,6294646042,1339855890
Петухова Вера Филипповна,жен,1992-08-08,0226316550,7139902147
Павел Владиславович Савельев,муж,2014-07-08,NULL,NULL
Мир Елисеевич Калинин,муж,1979-01-19,0069045592,1625463979
Жуков Варлаам Брониславович,муж,2000-06-26,9877194717,9261282907
Милий Чеславович Жданов,муж,2008-04-01,NULL,NULL
Котова Александра Рудольфовна,жен,1981-04-05,6229168088,0483562621
Милий Феликсович Козлов,муж,1994-03-12,7503563262,3871232798
Валерия Сергеевна Баранова,жен,1984-05-11,6625843286,5499238385
тов. Устинова Жанна Рудольфовна,жен,1988-09-30,6846582628,7943590024
Чернов Геннадий Трофимович,муж,2008-05-13,NULL,NULL
Анжелика Ефимовна Виноградова,жен,2009-11-06,NULL,NULL
Белякова Клавдия Анатольевна,жен,1981-07-21,5130022577,0292656091
Русакова Антонина Федоровна,жен,2006-04-25,NULL,NULL
Куликова Вероника Егоровна,жен,1976-06-16,5880279994,3431348813
Твердислав Елисеевич Харитонов,муж,1987-05-30,3031935568,7413325866
Якуб Эдуардович Шарапов,муж,2010-04-15,NULL,NULL
Яковлев Мирон Ильясович,муж,2013-02-25,NULL,NULL
Любовь Григорьевна Меркушева,жен,2014-08-29,NULL,NULL
Фокин Ермолай Исидорович,муж,1998-05-12,7274631711,9699600121
Святослав Теймуразович Рыбаков,муж,2000-12-25,3645525160,5823431873
Павел Фадеевич Большаков,муж,2010-03-23,NULL,NULL
Александрова Анастасия Харитоновна,жен,2002-02-22,3603797003,NULL
Будимир Власович Щукин,муж,1970-01-27,0895846186,5192278936
Вера Святославовна Зыкова,жен,1980-08-01,1389770173,8983633381
Евсей Гаврилович Шарапов,муж,2001-08-06,5925101394,2500089354
Григорьев Гаврила Афанасьевич,муж,2011-08-18,NULL,NULL
Стрелкова Василиса Альбертовна,жен,2001-05-15,7162924393,3547759035
Якуб Егорович Беспалов,муж,1984-07-28,7814638520,5253414491
Ульян Эдуардович Молчанов,муж,1975-11-13,7556547160,1451713395
Русакова Елизавета Аскольдовна,жен,1986-06-18,6382835910,5073113926
Фёкла Евгеньевна Гусева,жен,1982-12-12,9801331169,8281271395
София Тарасовна Давыдова,жен,1995-10-04,8790629454,8094669043
Вероника Оскаровна Маркова,жен,2001-08-21,3677398221,3845622309
Крюкова Лариса Константиновна,жен,2014-09-28,NULL,NULL
Бобров Мечислав Яковлевич,муж,1984-09-06,2494343816,5544358566
Калашников Игорь Гертрудович,муж,2019-09-16,NULL,NULL
Быкова Раиса Вениаминовна,жен,2001-01-08,5221708939,9676502727
Ладислав Адамович Рожков,муж,2017-02-27,NULL,NULL
Мельникова Мария Юльевна,жен,1985-03-26,4829485600,3975922992
Афанасий Виленович Ильин,муж,1988-01-31,1137027085,7291283155
Фомичев Лука Федосьевич,муж,1998-01-03,1312838833,5402847766
Кононова Зоя Алексеевна,жен,1972-02-16,3572070442,4543941622
София Владимировна Голубева,жен,1970-08-25,6434891424,4457534024
Гуляева Лора Леоновна,жен,2003-11-09,0834494601,NULL
Евфросиния Святославовна Комарова,жен,1995-09-21,3781358212,3072102328
Любовь Натановна Панова,жен,2003-07-27,5702560489,NULL
Софрон Харитонович Федотов,муж,2008-11-18,NULL,NULL
Некрасов Стоян Давидович,муж,2003-11-23,5966175166,NULL
Данилов Анатолий Вячеславович,муж,1982-10-11,7427605627,1535550410
Ирина Алексеевна Русакова,жен,1983-05-22,5566242452,7595178098
Максимова Ольга Валериевна,жен,1984-01-12,3414723627,5688589836
Ермолай Афанасьевич Суворов,муж,1985-07-23,5965567987,0388382841
Муравьев Пахом Феоктистович,муж,1984-11-04,3334822485,0038921878
Нифонт Якубович Андреев,муж,2006-06-12,NULL,NULL
Влас Дорофеевич Савельев,муж,1981-05-06,7819204338,3585022906
Евстигней Валерьянович Попов,муж,1977-05-12,2902097908,2481480979
Станислав Аверьянович Лыткин,муж,1986-05-25,0166882067,0467352854
Пелагея Мироновна Ширяева,жен,2013-11-05,NULL,NULL
Зимина Наина Архиповна,жен,1987-09-26,9565859525,2195105417
Александрова Зоя Григорьевна,жен,1978-07-17,4399995465,4933848435
Медведев Авксентий Георгиевич,муж,1990-03-08,7930797636,3213693516
Регина Олеговна Сазонова,жен,2003-06-18,2682916578,NULL
Борисов Пантелеймон Измаилович,муж,2000-07-02,3233487703,3808247386
Пров Вячеславович Сидоров,муж,1981-02-12,6077921565,9413057293
Никандр Елизарович Беспалов,муж,2001-02-10,8882652179,9112376784
Нестеров Архип Ерофеевич,муж,1990-01-05,2738793543,0382875909
Маргарита Геннадьевна Герасимова,жен,1989-11-26,7796016301,0164608519
Сергей Филатович Харитонов,муж,1994-05-19,9965594847,1369269067
Котов Авксентий Фролович,муж,2013-09-11,NULL,NULL
Копылова Варвара Богдановна,жен,2005-06-05,9511357039,NULL
г-н Соловьев Ираклий Федосьевич,муж,2005-02-01,8625140713,NULL
Пелагея Афанасьевна Захарова,жен,1989-10-27,4490210874,9480783666
Эмилия Ильинична Сергеева,жен,1986-10-13,2401578714,1195086646
Евграф Федосеевич Павлов,муж,2018-09-30,NULL,NULL
Алла Наумовна Давыдова,жен,2018-04-21,NULL,NULL
Белоусова Татьяна Ивановна,жен,1972-03-24,4054886438,7991306222
Крылов Святослав Валерьевич,муж,1970-01-25,0467697407,1231329088
Анисим Исидорович Рогов,муж,2016-09-09,NULL,NULL
Рыбаков Варфоломей Фёдорович,муж,2006-01-22,NULL,NULL
Муравьев Яков Владленович,муж,1996-09-01,9398714853,7343336267
Федосеева Майя Владиславовна,жен,1977-03-27,7997205874,7016239066
Мишина Элеонора Мироновна,жен,1983-01-28,8922129908,6914379312
Лукина Ксения Робертовна,жен,1971-06-27,3271324140,9989821352
Устинова Маргарита Эльдаровна,жен,2008-01-14,NULL,NULL
Чернова Алла Леонидовна,жен,1992-05-17,7745026504,2462734617
Ия Игоревна Козлова,жен,1979-02-21,7381076060,0745524798
Жанна Натановна Нестерова,жен,1974-11-11,6247322826,6559305041
Михеев Станислав Архипович,муж,1973-10-20,6420241937,7859910719
Нина Даниловна Кузнецова,жен,2016-02-06,NULL,NULL
Голубева Елизавета Тимуровна,жен,2012-01-13,NULL,NULL
Щербакова Елена Георгиевна,жен,1991-03-06,0691082056,1171386664
Изот Артурович Мельников,муж,2012-08-29,NULL,NULL
Тарас Ефимович Сорокин,муж,2006-11-18,NULL,NULL
Александр Чеславович Силин,муж,1995-01-29,4749726659,8400699800
Голубев Гаврила Филиппович,муж,1977-08-04,0724358168,5337967485
Лукин Вацлав Геннадиевич,муж,1997-11-27,8047676796,1889086709
Клавдия Николаевна Лукина,жен,1997-04-28,2288248675,1600717016
Арсений Дмитриевич Федотов,муж,1994-11-18,6221200980,9998060632
Зыков Петр Давидович,муж,2008-06-13,NULL,NULL
Андроник Еремеевич Дроздов,муж,2006-07-18,NULL,NULL
Дмитриева Людмила Никифоровна,жен,2018-07-31,NULL,NULL
Артемьева Прасковья Тимофеевна,жен,1973-05-08,9114685802,9005170812
Варвара Альбертовна Петрова,жен,2002-06-19,6317084756,NULL
Соловьев Филарет Иларионович,муж,1985-06-18,5717016088,1174484569
Петрова Евфросиния Рудольфовна,жен,2000-12-29,2257430334,9289926544
Федотова Алла Геннадиевна,жен,1978-03-01,5939881914,1189429957
Гурьева Прасковья Руслановна,жен,2008-07-01,NULL,NULL
Терентьев Мариан Владиленович,муж,2007-12-14,NULL,NULL
Сорокин Ерофей Всеволодович,муж,1991-05-11,1410841724,2590915091
Агап Бориславович Нестеров,муж,2004-12-21,1674962992,NULL
Маслов Поликарп Феодосьевич,муж,2020-04-10,NULL,NULL
Анастасия Матвеевна Овчинникова,жен,1990-02-13,6775224168,9335771178
Марина Юрьевна Матвеева,жен,1970-03-31,6583487461,9922617069
Иванна Александровна Максимова,жен,1985-12-20,7111833917,3887017924
Баранова Ангелина Леоновна,жен,1972-11-18,6477064772,2764157001
Петухов Гурий Архипович,муж,1980-06-09,6273974290,9798198002
Николаев Радим Арсеньевич,муж,2002-07-07,8522781073,NULL
Некрасова Нинель Геннадьевна,жен,2015-06-10,NULL,NULL
Остромир Феодосьевич Наумов,муж,1984-10-22,5146210066,0588518432
Кулакова Александра Филипповна,жен,2006-08-17,NULL,NULL
Андрон Федосеевич Кузьмин,муж,2004-02-22,6213402543,NULL
Лапин Кондратий Ермилович,муж,2016-09-04,NULL,NULL
Валентина Тимофеевна Мишина,жен,1974-12-24,2315522959,7932678472
Орехова Клавдия Олеговна,жен,1983-02-21,1992454238,0819373974
Александра Тарасовна Уварова,жен,1993-01-07,7776249065,2215049787
Юлия Эдуардовна Лапина,жен,1989-05-03,3396483709,8830157579
Ольга Макаровна Трофимова,жен,1988-04-23,0240040378,1229868121
Калинина Александра Матвеевна,жен,2019-11-09,NULL,NULL
Ирина Леоновна Дорофеева,жен,1991-10-10,1780711467,2103255019
Елизавета Вячеславовна Дементьева,жен,2004-02-02,2139979518,NULL
Раиса Болеславовна Фокина,жен,1998-07-12,0513064173,6745433261
Елизар Исидорович Андреев,муж,2010-10-21,NULL,NULL
Тетерина Элеонора Игоревна,жен,2014-01-25,NULL,NULL
Панова Елена Владиславовна,жен,1981-12-13,8488627849,5433292010
Митофан Брониславович Никитин,муж,1970-01-08,4928179684,3823867090
Денисов Владлен Артемьевич,муж,1970-03-10,7420931403,4596731629
Титова Вера Альбертовна,жен,1999-12-22,4933883717,1236280988
Потапова Жанна Филипповна,жен,2010-11-20,NULL,NULL
Пономарева Клавдия Максимовна,жен,1978-02-16,8692185295,6291088726
Ларионова Лидия Игоревна,жен,1990-04-03,1199620705,1210847319
Одинцов Авксентий Давидович,муж,1973-11-07,8832211776,9494408146
Сазонова Алина Борисовна,жен,1983-01-29,2325946597,0537484383
Пономарев Аркадий Тихонович,муж,2016-08-27,NULL,NULL
Антонова Агафья Альбертовна,жен,1994-09-22,7271980382,0433773222
Клавдия Евгеньевна Макарова,жен,2012-09-26,NULL,NULL
Полина Вячеславовна Доронина,жен,2007-03-28,NULL,NULL
Галина Харитоновна Русакова,жен,1996-09-30,3310634210,8841470141
Овчинников Вышеслав Фадеевич,муж,1986-09-26,4147700094,3727943339
Арефий Гаврилович Зимин,муж,1997-09-03,8963726133,0518504599
Климент Ерофеевич Голубев,муж,2020-05-25,NULL,NULL
Власова Ираида Натановна,жен,1989-06-01,8653643767,9100141083
Галкин Ярослав Гавриилович,муж,1982-08-04,2325261381,1733023479
Селиверстов Парамон Теймуразович,муж,1975-09-04,7627897668,7422915315
Елизавета Богдановна Семенова,жен,1996-04-24,3633599390,1897402383
Тарасов Капитон Владиславович,муж,2012-06-21,NULL,NULL
Корнил Тихонович Стрелков,муж,1978-09-07,8459327678,6282513121
Одинцов Порфирий Игнатович,муж,2011-09-23,NULL,NULL
Голубев Эрнст Ефстафьевич,муж,1975-04-10,6941791110,4608769607
Марков Пахом Эдгарович,муж,1989-04-03,6150449661,1978089829
Карпов Мариан Алексеевич,муж,1984-03-24,2047461216,5870448950
Тамара Алексеевна Егорова,жен,1972-08-03,0659491317,3726675039
Сорокин Ратмир Фёдорович,муж,2019-08-14,NULL,NULL
Кузнецов Боян Еремеевич,муж,1984-02-12,8884598637,9831081297
Русакова Октябрина Афанасьевна,жен,2000-08-20,0043010022,2064971173
Прасковья Рудольфовна Ситникова,жен,2018-09-01,NULL,NULL
Уваров Савелий Евсеевич,муж,1997-10-13,4073663461,1342120625
Владимир Владиславович Захаров,муж,2005-08-22,8015780559,NULL
Авксентий Артёмович Гордеев,муж,2005-04-13,7253566681,NULL
Павлов Пров Аксёнович,муж,1979-12-06,2497493046,2161430697
Нина Рудольфовна Зыкова,жен,1985-08-05,9079282102,5232858188
Зуев Фока Ануфриевич,муж,1986-05-02,4955990404,9261168205
Вышеслав Устинович Дьячков,муж,2015-05-11,NULL,NULL
Панфилов Ладислав Гертрудович,муж,2007-10-05,NULL,NULL
Алина Юльевна Кудряшова,жен,1979-02-25,4129977386,3923480222
Гаврилов Пимен Бенедиктович,муж,2018-09-20,NULL,NULL
Сысоева Ангелина Вячеславовна,жен,1976-02-17,9856218751,7318265424
Эмилия Максимовна Колесникова,жен,1992-03-14,1504936681,1141262693
Эраст Ерофеевич Игнатов,муж,2003-10-30,2938709281,NULL
Буров Евстигней Ермилович,муж,1974-11-10,7157046740,9368608909
Беспалов Софон Теймуразович,муж,2001-04-13,2791587438,8834395417
Ковалев Остап Чеславович,муж,1996-11-14,8431428127,6154793137
Фомичев Роман Глебович,муж,1991-11-08,3586168595,6924583472
Владимирова Ксения Федоровна,жен,1990-05-07,3905460580,4129599658
Баранов Артемий Игнатьевич,муж,1994-12-29,2546699703,7632649983
Мартынов Артем Трифонович,муж,2020-09-27,NULL,NULL
Ксения Кузьминична Михайлова,жен,2005-09-01,0588355285,NULL
Аполлон Харлампьевич Кондратьев,муж,1991-09-06,1036781672,7780465848
Григорьев Зиновий Феодосьевич,муж,2019-11-29,NULL,NULL
Валентин Глебович Блинов,муж,1980-07-05,5517824646,2557140747
Гурий Демьянович Дроздов,муж,1985-08-27,4456042055,2081515322
Кондрат Адамович Ермаков,муж,2012-08-18,NULL,NULL
Зыкова Евгения Олеговна,жен,1977-03-10,0564709608,8245482687
Князев Каллистрат Фомич,муж,1975-06-23,1195419804,4064396684
Орлов Никанор Борисович,муж,2018-11-08,NULL,NULL
Ольга Львовна Воронцова,жен,1995-11-06,6772204412,8836123635
Павлов Гаврила Тимурович,муж,1974-04-08,6906990992,1850679011
Наумова Евдокия Кузьминична,жен,1989-03-08,2906635306,1830032374
Бобров Святослав Валерианович,муж,2020-10-14,NULL,NULL
Зинаида Святославовна Кошелева,жен,1971-02-28,9038127524,9624341489
Ираклий Антипович Степанов,муж,2018-06-05,NULL,NULL
Аксенова Майя Рубеновна,жен,2018-08-24,NULL,NULL
Боброва Олимпиада Ждановна,жен,1978-01-03,9076144979,7644511652
